From Position,To Position,Expected (um),Actual (um),Difference (um),Feed
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,5.387403264,-4.612596736,1
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,8.902876811,-1.097027289,1
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,3.537699254,-2.320300746,1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,4.56048586,-5.43951414,1
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,4.558743656,-5.441256344,1
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,3.892060466,-6.107939534,1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,7.25633178,-2.74366822,1
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.11894577,1.118945772,1
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,11.606871,1.606871001,1
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,10.47599191,0.475991907,1
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,12.3159157,2.315915702,1
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.792691733,-1.207212366,1
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,8.596140436,-1.403763663,1
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.467677318,-0.532226781,1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.480606899,-1.5192972,1
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,11.11547182,1.115567723,1
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,9.094296792,-0.905607307,1
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.014262776,-0.985641323,1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.64272537,-1.357178729,1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,5.208879271,-4.791120729,1
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,9.617724089,-0.38218001,1
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,9.071240045,-0.928664054,1
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.798117078,-0.201787022,1
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,9.208585431,-0.791318669,1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.424747053,-4.575252947,1
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,9.255075028,-0.744829071,1
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,6.630054068,-3.369945932,1
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,3.813148648,-6.186851352,1
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,9.151602348,-0.848301752,1
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,4.142730441,-1.715269559,1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.77110031,-22.22889969,1
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,31.95262014,-18.04737986,1
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,29.76078177,-20.23921823,1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,30.49965856,-19.50034144,1
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,53.4470561,3.447056103,1
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.94409846,-7.05590154,1
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,43.83643263,-6.163567369,1
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,53.83749123,3.837491231,1
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,41.2212591,-8.778261393,1
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,38.37135022,-11.62958449,1
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,37.61538009,-12.38555463,1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,42.13844194,-7.861078563,1
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,47.34539381,-2.65412669,1
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,36.58460068,-13.41562693,1
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,41.46159324,-8.53863437,1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,40.68988587,-9.30963463,1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.70556754,-22.29443246,1
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,47.48463788,-2.514882617,1
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,37.41659051,-12.5836371,1
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,42.9248115,-7.07541611,1
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,42.83937438,-7.160146116,1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.71382147,-22.28617853,1
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,41.71062497,-8.288895523,1
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,31.14173672,-18.85826328,1
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,27.18137061,-22.81862939,1
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.97354565,-4.026681964,1
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,15.89089491,-13.39810509,1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,29.05478647,-20.94521353,1
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,30.59629582,-19.40370418,1
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,30.3249068,-19.6750932,1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,30.0922002,-19.9077998,1
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,54.25342274,4.253422743,1
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.66615321,-7.333846792,1
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,43.53275519,-6.467244807,1
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,54.44606611,4.446066112,1
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,41.56082552,-8.438694978,1
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,37.09568708,-12.90524763,1
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,37.67269537,-12.32823934,1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,42.11349189,-7.886028603,1
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,49.21872715,-0.780793346,1
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,36.98894737,-13.01128024,1
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,40.6848308,-9.315396805,1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.45932148,-8.540199015,1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,29.09938022,-20.90061978,1
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,48.11778593,-1.88173457,1
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,36.79597758,-13.20425002,1
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,41.93845463,-8.061772978,1
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,40.91378047,-9.085740028,1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,29.97171679,-20.02828321,1
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.554013,-7.445507494,1
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,31.76394837,-18.23605163,1
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,28.50632882,-21.49367118,1
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.62762255,-4.372605061,1
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,15.74983848,-13.53916152,1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,57.8646215,-42.1353785,1
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,80.02707679,-19.97292321,1
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,80.0971923,-19.9028077,1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,58.21909393,-41.78090607,1
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,96.58711073,-3.412889271,1
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,119.2102098,19.21020978,1
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,120.7421399,20.74213994,1
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,96.15188235,-3.848117652,1
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,79.43649922,-20.56395599,1
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,72.52305921,-27.47598179,1
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,73.1546484,-26.84439259,1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,78.92075074,-21.07970447,1
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,88.41262253,-11.58783268,1
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,73.25109776,-26.74865034,1
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,81.2158584,-18.78388971,1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,78.73972076,-21.26073445,1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.63714772,-41.36285228,1
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,89.86021617,-10.14023904,1
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,69.69342021,-30.30632789,1
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,88.94382207,-11.05592603,1
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,88.71420183,-11.28625338,1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,58.42069091,-41.57930909,1
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,77.57838978,-22.42206543,1
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,59.59324864,-40.40675136,1
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,61.19402902,-38.80597098,1
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,87.38363659,-12.61611151,1
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.87552575,-25.70347425,1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,60.24527507,-39.75472493,1
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,80.66303128,-19.33696872,1
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,80.41053704,-19.58946296,1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,59.65498625,-40.34501375,1
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,97.29540731,-2.704592692,1
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,118.6620199,18.66201986,1
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,121.1723249,21.17232494,1
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,95.7691285,-4.230871503,1
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,79.18272746,-20.81772775,1
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,73.19208243,-26.80695856,1
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,74.0639658,-25.93507519,1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,78.80096216,-21.19949305,1
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,87.64062057,-12.35983464,1
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,74.34977737,-25.64997074,1
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,81.98981534,-18.00993277,1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,79.05110655,-20.94934866,1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.68100898,-41.31899102,1
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,89.17516519,-10.82529002,1
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,69.39903261,-30.60071549,1
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,87.71091125,-12.28883686,1
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,86.72921854,-13.27123667,1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,59.99543677,-40.00456323,1
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,78.10773412,-21.89272109,1
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,58.86425794,-41.13574206,1
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,60.36730586,-39.63269414,1
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,86.23012907,-13.76961904,1
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.8322355,-25.7467645,1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,186.0081024,-63.9918976,1
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,190.2213422,-59.77865781,1
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,188.2598985,-61.74010152,1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,188.7873203,-61.21267974,1
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,274.6083794,24.60837945,1
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,235.7470718,-14.25292823,1
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,235.913605,-14.08639504,1
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,275.692544,25.69254399,1
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,206.4463349,-43.55409597,1
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,243.4674252,-6.531591537,1
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,242.1824017,-7.816615034,1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,205.7714582,-44.2289727,1
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,235.0221022,-14.97832868,1
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,218.211481,-31.7882428,1
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,255.1869833,5.187259498,1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,204.8404736,-45.15995728,1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,187.0091013,-62.99089872,1
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,246.2075704,-3.792860533,1
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,235.275801,-14.72392283,1
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,269.1850088,19.185285,1
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,206.9446041,-43.05582679,1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,188.8880756,-61.11192442,1
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,208.1936745,-41.80675637,1
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,171.6649366,-78.33506341,1
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,208.7359317,-41.26406825,1
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,252.4057282,2.406004437,1
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,95.27304375,-51.17395625,1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,188.1968076,-61.80319237,1
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,191.877078,-58.12292197,1
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,192.4399445,-57.56005549,1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,187.146001,-62.85399898,1
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,274.1803508,24.18035081,1
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,235.6294269,-14.37057315,1
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,236.6718737,-13.32812627,1
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,275.8528757,25.85287569,1
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,207.7639707,-42.23646022,1
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,273.615996,23.61697932,1
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,243.6238875,-6.375129182,1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,205.6164035,-44.38402744,1
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,236.114277,-13.88615391,1
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,219.1619267,-30.8377971,1
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,255.282561,5.282837159,1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,204.8928621,-45.10756885,1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,186.9649557,-63.03504433,1
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,247.5942433,-2.406187599,1
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,236.7957107,-13.2040131,1
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,266.820416,16.82069214,1
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,207.119686,-42.88074496,1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,188.4110628,-61.58893723,1
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,208.8225419,-41.17788903,1
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,170.5128315,-79.48716849,1
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,210.0034993,-39.9965007,1
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,252.004591,2.004867161,1
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,94.62726344,-51.81973656,1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,2.761163508,1.761163508,0.1
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,2.930806067,1.930806067,0.1
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,1.543198735,0.543198735,0.1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.564868659,0.564868659,0.1
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,2.158582819,1.158582819,0.1
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,2.632999888,1.632999888,0.1
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,2.168976639,1.168976639,0.1
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,2.735636276,1.735636276,0.1
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,2.126726727,1.126877738,0.1
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,2.249656924,1.249807935,0.1
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.398006071,1.398157082,0.1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,3.024649271,2.024800282,0.1
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,2.917520432,1.917671444,0.1
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,3.305628887,2.305779898,0.1
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.72266174,1.722812751,0.1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.757184835,0.757335846,0.1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.37632902,0.37632902,0.1
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,1.494324572,0.494475584,0.1
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,1.964559227,0.964710239,0.1
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.966607891,1.966758902,0.1
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,2.867094118,1.86724513,0.1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.191086628,0.191086628,0.1
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,1.897596876,0.897747887,0.1
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,1.335967487,0.335967487,0.1
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,2.247652126,1.247652126,0.1
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,2.042360209,1.042511221,0.1
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,2.151656649,1.565656649,0.1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,2.378016399,1.378016399,0.1
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,2.452404,1.452404,0.1
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,1.81588407,0.81588407,0.1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,2.169922531,1.169922531,0.1
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,2.277661583,1.277661583,0.1
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,2.165505065,1.165505065,0.1
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,2.362540111,1.362540111,0.1
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,3.386513761,2.386513761,0.1
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,3.094615007,2.094766018,0.1
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,1.640915791,0.641066802,0.1
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.341270583,1.341421594,0.1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,3.260596884,2.260747895,0.1
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,3.562419153,2.562570165,0.1
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,3.074068844,2.074219856,0.1
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.912226776,1.912377788,0.1
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,2.289677108,1.289828119,0.1
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,2.218346051,1.218346051,0.1
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,2.069514036,1.069665048,0.1
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,1.757990077,0.758141088,0.1
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.36042935,1.360580361,0.1
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,3.026220579,2.02637159,0.1
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,2.289116441,1.289116441,0.1
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,2.651210544,1.651361555,0.1
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,2.371864154,1.371864154,0.1
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,1.39263144,0.39263144,0.1
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,2.084734191,1.084885202,0.1
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,2.563019525,1.977019525,0.1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,6.257986868,-3.742013132,0.1
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,7.382097528,-2.617902472,0.1
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,8.060946576,-1.939053424,0.1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,4.331183123,-5.668816877,0.1
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.91808928,1.918089281,0.1
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,10.96986238,0.969862378,0.1
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,12.14784788,2.147847875,0.1
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,11.76951205,1.769512053,0.1
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.424339112,-1.575564988,0.1
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,7.994796821,-2.005107279,0.1
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,8.463256209,-1.53664789,0.1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.534854565,-1.465049535,0.1
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,9.138605185,-0.861298915,0.1
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,8.894264685,-1.105639415,0.1
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.607355294,-0.392548805,0.1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.399120414,-1.600783685,0.1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,3.925973284,-6.074026716,0.1
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,9.571166328,-0.428737771,0.1
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,8.430203613,-1.569700487,0.1
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,10.46209737,0.462193275,0.1
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,9.080008028,-0.919896072,0.1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,4.448898163,-5.551101837,0.1
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,8.824034399,-1.175869701,0.1
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,3.977791499,-6.022208501,0.1
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,5.752509178,-4.247490822,0.1
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,9.522937707,-0.476966392,0.1
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,2.504736721,-3.353263279,0.1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,4.196914006,-5.803085994,0.1
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,6.294116223,-3.705883777,0.1
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,5.128862496,-4.871137504,0.1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.581125957,-4.418874043,0.1
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.51582612,1.515826118,0.1
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,12.10691294,2.106912944,0.1
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,11.78248404,1.782484042,0.1
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,11.27600698,1.276006979,0.1
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.182553415,-1.817350685,0.1
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,9.446537718,-0.553366381,0.1
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.077912125,-0.921991975,0.1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.810683569,-1.189220531,0.1
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,9.398625048,-0.601279051,0.1
